customer_id,telecom_partner,gender,age,state,city,pincode,registration_event,num_dependents,estimated_salary
47120,9mobile,M,59,Delta,Port Harcourt,966627,2020-08-23,3,1151383
185722,Glo,M,73,Bauchi,Abuja,970006,2022-07-18,4,104782
88509,Glo,M,28,Akwa Ibom,Lagos,473332,2021-03-18,3,103963
67292,Glo,M,59,Niger,Abuja,791284,2020-12-02,1,457888
202716,MTN Nigeria,M,40,Adamawa,Lagos,266610,2022-10-11,1,221637
72610,MTN Nigeria,M,31,Imo,Kano,937817,2020-12-29,0,1031193
41358,Airtel Nigeria,M,24,Oyo,Enugu,971924,2020-07-25,0,170960
68576,Airtel Nigeria,M,65,Oyo,Ibadan,399684,2020-12-09,4,541223
133182,9mobile,F,65,Adamawa,Abuja,686974,2021-10-28,0,131219
105309,Airtel Nigeria,F,19,Anambra,Port Harcourt,533733,2021-06-11,3,176501
67230,9mobile,M,70,Taraba,Ibadan,318984,2020-12-02,1,861516
130753,9mobile,F,20,Rivers,Enugu,784444,2021-10-16,3,744549
225717,Glo,M,33,Cross River,Abuja,984652,2023-02-03,3,292994
74637,Airtel Nigeria,F,44,Kano,Kano,340172,2021-01-08,1,1187195
47362,MTN Nigeria,M,29,Cross River,Kano,426708,2020-08-25,2,285359
34700,MTN Nigeria,F,41,Kwara,Kano,718705,2020-06-22,1,1193468
12720,Airtel Nigeria,M,34,Adamawa,Ibadan,255448,2020-03-04,1,938862
30594,Glo,M,56,Kaduna,Port Harcourt,801955,2020-06-02,1,730900
26800,MTN Nigeria,M,43,Ekiti,Port Harcourt,822818,2020-05-14,3,724618
164741,9mobile,M,45,Kebbi,Ibadan,517148,2022-04-04,0,1027729
228771,MTN Nigeria,F,52,Niger,Port Harcourt,497880,2023-02-19,3,235476
177161,MTN Nigeria,M,31,Imo,Ibadan,654405,2022-06-05,2,1020465
171211,9mobile,M,28,Enugu,Lagos,644079,2022-05-06,0,1058785
24276,Glo,M,30,Akwa Ibom,Ibadan,349219,2020-05-01,4,1129349
214149,MTN Nigeria,F,57,Plateau,Ibadan,784464,2022-12-07,0,700025
174738,Airtel Nigeria,M,37,Akwa Ibom,Ibadan,604868,2022-05-24,3,738879
105817,MTN Nigeria,M,44,Enugu,Port Harcourt,960552,2021-06-13,4,314803
206158,9mobile,F,43,Oyo,Lagos,778058,2022-10-28,3,449039
69819,MTN Nigeria,F,27,Ekiti,Lagos,173815,2020-12-15,1,890443
188404,MTN Nigeria,M,47,Niger,Lagos,500067,2022-07-31,4,416449
153504,9mobile,F,52,Ekiti,Enugu,497733,2022-02-07,3,722524
164179,9mobile,F,36,Adamawa,Lagos,169067,2022-04-01,4,228255
115434,9mobile,M,41,Adamawa,Port Harcourt,559634,2021-07-31,4,1134623
116795,Glo,F,34,Delta,Enugu,847886,2021-08-07,3,759198
227373,9mobile,F,41,Ekiti,Enugu,561975,2023-02-12,4,757880
116693,9mobile,M,30,Taraba,Ibadan,775882,2021-08-07,3,318526
111390,Glo,M,41,Enugu,Port Harcourt,614864,2021-07-11,4,1002619
239226,Glo,M,27,Kebbi,Ibadan,239435,2023-04-12,3,137802
73015,9mobile,F,32,FCT Abuja,Port Harcourt,171230,2020-12-31,1,151279
137990,MTN Nigeria,M,56,Plateau,Abuja,660817,2021-11-21,0,771245
28807,MTN Nigeria,F,43,Niger,Kano,530863,2020-05-24,4,840568
103795,Glo,F,66,Benue,Lagos,390462,2021-06-03,2,166135
32785,Glo,M,31,Plateau,Enugu,919319,2020-06-13,0,297535
216969,Airtel Nigeria,M,48,Imo,Port Harcourt,958401,2022-12-21,3,893097
71259,Glo,M,37,Cross River,Abuja,230758,2020-12-22,1,842128
12732,MTN Nigeria,M,25,FCT Abuja,Enugu,366474,2020-03-04,1,248427
91725,MTN Nigeria,M,66,Kaduna,Abuja,372310,2021-04-04,0,329711
84587,9mobile,F,71,Imo,Lagos,923862,2021-02-27,0,556018
239607,Airtel Nigeria,F,33,Enugu,Enugu,510892,2023-04-14,1,1128194
62786,MTN Nigeria,F,19,Plateau,Port Harcourt,840789,2020-11-10,3,122774
234668,Airtel Nigeria,M,63,Borno,Lagos,790057,2023-03-20,4,996018
121652,Glo,F,56,Rivers,Kano,142156,2021-08-31,3,155312
51440,Airtel Nigeria,M,70,Plateau,Enugu,322096,2020-09-14,4,279595
69152,9mobile,F,50,Lagos,Port Harcourt,624559,2020-12-12,3,789314
101975,9mobile,M,26,Rivers,Ibadan,142795,2021-05-25,2,161283
103348,9mobile,F,45,Plateau,Enugu,222190,2021-06-01,4,143705
56411,Airtel Nigeria,F,41,Niger,Port Harcourt,742816,2020-10-09,4,1153925
175179,Glo,F,49,Ogun,Enugu,870280,2022-05-26,3,1015243
79629,MTN Nigeria,M,29,Anambra,Enugu,470520,2021-02-02,2,987858
48513,MTN Nigeria,M,33,FCT Abuja,Enugu,882893,2020-08-30,2,597285
225856,MTN Nigeria,F,67,Edo,Abuja,478423,2023-02-04,2,97733
160638,Glo,M,57,Ekiti,Enugu,701571,2022-03-15,4,782240
25225,MTN Nigeria,F,64,Cross River,Abuja,420638,2020-05-06,3,480887
34842,Airtel Nigeria,M,74,Rivers,Kano,184608,2020-06-23,1,589159
108650,Glo,M,69,Cross River,Ibadan,197780,2021-06-27,1,353821
66276,9mobile,M,22,Imo,Port Harcourt,530709,2020-11-27,4,499526
35356,Airtel Nigeria,F,19,FCT Abuja,Port Harcourt,607174,2020-06-25,4,755605
242816,Airtel Nigeria,M,33,Ondo,Enugu,192316,2023-04-30,0,684127
206140,Airtel Nigeria,F,67,Katsina,Abuja,906093,2022-10-28,3,503403
138198,MTN Nigeria,M,57,Kaduna,Lagos,569413,2021-11-22,4,521645
110769,9mobile,M,62,Niger,Abuja,626707,2021-07-08,3,525842
47974,9mobile,F,46,Edo,Port Harcourt,824315,2020-08-28,4,615872
207973,9mobile,M,36,Lagos,Abuja,709432,2022-11-06,4,1060112
216657,Glo,F,56,Kebbi,Abuja,322478,2022-12-20,1,1180327
136060,Airtel Nigeria,F,43,Adamawa,Abuja,880165,2021-11-11,1,397725
147481,9mobile,M,27,Kwara,Enugu,536801,2022-01-08,0,459948
103555,Glo,M,48,Rivers,Port Harcourt,368776,2021-06-02,2,1173468
191419,Glo,M,71,Kano,Port Harcourt,797815,2022-08-16,0,111477
54004,Airtel Nigeria,F,72,Delta,Kano,102231,2020-09-27,0,500129
14251,Airtel Nigeria,M,25,Lagos,Ibadan,233342,2020-03-12,0,199595
71954,Airtel Nigeria,M,61,Imo,Ibadan,628464,2020-12-26,1,804946
38256,9mobile,M,42,Oyo,Kano,340767,2020-07-10,1,648746
233829,9mobile,M,58,Niger,Kano,595333,2023-03-16,4,167427
53326,9mobile,M,49,Sokoto,Port Harcourt,363938,2020-09-23,3,769418
52368,MTN Nigeria,M,72,Niger,Kano,913163,2020-09-19,3,1087203
107679,MTN Nigeria,M,37,Taraba,Port Harcourt,638600,2021-06-22,2,1108961
182970,MTN Nigeria,M,52,Kebbi,Ibadan,483096,2022-07-04,1,220922
185657,MTN Nigeria,M,20,Sokoto,Port Harcourt,451208,2022-07-18,2,1089082
160369,9mobile,F,50,Adamawa,Kano,152506,2022-03-13,4,828298
120023,9mobile,F,54,FCT Abuja,Abuja,832075,2021-08-23,3,726445
220912,MTN Nigeria,F,21,Lagos,Abuja,536592,2023-01-10,0,523662
89939,MTN Nigeria,M,42,Taraba,Kano,883886,2021-03-26,3,401637
224481,MTN Nigeria,M,23,Kwara,Ibadan,144650,2023-01-28,1,760887
54609,MTN Nigeria,F,65,Edo,Kano,857225,2020-09-30,2,1036699
82800,MTN Nigeria,M,51,Cross River,Enugu,253246,2021-02-18,2,1028479
98950,9mobile,F,62,Anambra,Lagos,906388,2021-05-10,0,1081671
140385,MTN Nigeria,M,42,Oyo,Kano,309013,2021-12-03,1,772641
181113,9mobile,M,34,Katsina,Kano,671963,2022-06-25,4,1124816
33967,MTN Nigeria,F,34,Rivers,Port Harcourt,792104,2020-06-19,2,1061413
64009,Glo,F,49,Edo,Abuja,684912,2020-11-16,3,161344
168378,9mobile,F,28,Ekiti,Enugu,723531,2022-04-22,0,546617
41792,9mobile,M,40,Niger,Lagos,563212,2020-07-28,3,929676
49979,9mobile,M,29,Ogun,Enugu,139248,2020-09-07,4,810202
54392,Airtel Nigeria,F,59,Kwara,Port Harcourt,563231,2020-09-29,4,146264
93551,9mobile,M,43,Ondo,Kano,281221,2021-04-13,2,427893
102675,Airtel Nigeria,F,61,Rivers,Kano,421230,2021-05-28,3,1139758
218953,Airtel Nigeria,F,46,Cross River,Kano,782442,2022-12-31,3,869056
210728,Glo,M,20,Osun,Ibadan,251066,2022-11-20,2,178517
147181,MTN Nigeria,F,24,Niger,Kano,663266,2022-01-06,2,85661
150427,Glo,M,19,Oyo,Lagos,254193,2022-01-22,4,197380
45538,9mobile,M,22,Bauchi,Port Harcourt,394015,2020-08-15,2,593925
45854,9mobile,M,65,Osun,Port Harcourt,827736,2020-08-17,0,753649
134495,Airtel Nigeria,F,31,Borno,Abuja,218706,2021-11-04,3,612873
218602,Airtel Nigeria,F,58,Akwa Ibom,Abuja,165588,2022-12-30,0,1058612
209482,Airtel Nigeria,F,67,Adamawa,Lagos,952291,2022-11-14,2,258207
241191,Airtel Nigeria,F,61,Enugu,Kano,160581,2023-04-22,4,513899
40300,Glo,M,25,Edo,Kano,323603,2020-07-20,0,1122645
191951,MTN Nigeria,M,72,Osun,Abuja,640575,2022-08-18,4,804265
13564,MTN Nigeria,F,55,Adamawa,Port Harcourt,307167,2020-03-08,4,423834
49867,Airtel Nigeria,M,67,Lagos,Abuja,930423,2020-09-06,3,881180
35769,Airtel Nigeria,M,74,Niger,Port Harcourt,293585,2020-06-28,1,615381
224558,Glo,F,46,Ekiti,Port Harcourt,248952,2023-01-28,4,158672
131835,Airtel Nigeria,F,33,Osun,Abuja,231642,2021-10-21,4,921102
102627,Airtel Nigeria,F,73,Delta,Port Harcourt,461838,2021-05-28,4,160706
171866,Glo,M,19,FCT Abuja,Enugu,996960,2022-05-10,2,287117
17909,Airtel Nigeria,M,42,Taraba,Kano,129869,2020-03-30,3,180844
8861,MTN Nigeria,M,60,Bauchi,Port Harcourt,629260,2020-02-14,0,1058957
1090,9mobile,F,22,Benue,Ibadan,139829,2020-01-06,3,1117294
186102,MTN Nigeria,M,33,Kaduna,Kano,462407,2022-07-20,1,158199
56117,MTN Nigeria,M,72,Lagos,Kano,200211,2020-10-07,4,1048996
132040,Airtel Nigeria,M,65,Sokoto,Port Harcourt,413835,2021-10-22,1,209461
184237,Glo,M,60,FCT Abuja,Lagos,893067,2022-07-11,0,358647
131901,Airtel Nigeria,M,59,Oyo,Lagos,272061,2021-10-22,1,1192925
139858,9mobile,M,44,Akwa Ibom,Kano,316254,2021-11-30,2,410323
81706,Glo,M,47,Ondo,Ibadan,593535,2021-02-12,2,668341
113819,9mobile,M,55,Edo,Port Harcourt,131759,2021-07-23,0,987686
218084,Airtel Nigeria,M,28,Borno,Kano,431565,2022-12-27,3,435872
185099,9mobile,M,53,Kano,Ibadan,367778,2022-07-15,4,246523
67284,Airtel Nigeria,F,41,Bauchi,Abuja,267283,2020-12-02,4,995372
172003,Glo,M,47,Enugu,Lagos,837909,2022-05-10,0,922533
45403,Glo,M,30,Imo,Kano,925970,2020-08-15,4,548418
197630,MTN Nigeria,M,72,Niger,Port Harcourt,622841,2022-09-16,1,948056
240817,Glo,M,37,Kaduna,Ibadan,717187,2023-04-20,3,1015501
11669,MTN Nigeria,F,39,Lagos,Enugu,987272,2020-02-28,0,1081585
91158,MTN Nigeria,M,48,Adamawa,Port Harcourt,211531,2021-04-01,1,1079663
156428,9mobile,M,47,Kano,Enugu,661464,2022-02-21,4,1017595
126799,MTN Nigeria,M,67,Adamawa,Port Harcourt,190752,2021-09-26,4,912873
85098,Glo,M,63,Lagos,Enugu,953514,2021-03-01,1,95760
180644,9mobile,F,19,Kwara,Abuja,880319,2022-06-23,1,959638
217748,MTN Nigeria,F,71,Imo,Lagos,362309,2022-12-25,4,282068
233812,Glo,M,23,Katsina,Abuja,391564,2023-03-16,1,1111925
204006,Glo,M,19,Osun,Port Harcourt,399627,2022-10-18,2,702671
141415,9mobile,F,68,Borno,Abuja,868499,2021-12-08,2,878224
59778,9mobile,M,44,Akwa Ibom,Lagos,507040,2020-10-26,4,511744
128787,9mobile,M,55,Adamawa,Port Harcourt,384552,2021-10-06,1,238371
47966,9mobile,F,73,FCT Abuja,Ibadan,987533,2020-08-28,3,249763
54457,MTN Nigeria,M,62,Borno,Ibadan,696420,2020-09-29,2,575372
129793,MTN Nigeria,F,71,Sokoto,Abuja,700318,2021-10-11,0,1010866
90876,MTN Nigeria,F,74,Osun,Ibadan,849441,2021-03-30,1,601680
122612,Airtel Nigeria,F,64,Oyo,Kano,919446,2021-09-05,0,263179
109583,9mobile,M,29,Akwa Ibom,Kano,378959,2021-07-02,4,953925
108465,9mobile,F,36,Rivers,Kano,170969,2021-06-26,0,475708
25945,Glo,M,52,Osun,Lagos,393186,2020-05-09,0,1004696
74358,9mobile,F,41,Niger,Abuja,892504,2021-01-07,4,552089
158958,Airtel Nigeria,F,52,Imo,Lagos,570591,2022-03-06,3,265626
174519,MTN Nigeria,F,66,Taraba,Lagos,559318,2022-05-23,2,1076708
210969,Airtel Nigeria,M,38,Katsina,Ibadan,141277,2022-11-21,2,1182972
54835,Glo,M,24,Oyo,Abuja,879333,2020-10-01,2,1055889
49025,MTN Nigeria,F,44,Sokoto,Port Harcourt,740164,2020-09-02,4,558207
109470,9mobile,F,23,Taraba,Ibadan,965126,2021-07-01,4,635950
144663,9mobile,F,30,Cross River,Ibadan,815243,2021-12-25,2,118250
188451,9mobile,M,35,Niger,Enugu,253337,2022-08-01,2,786678
169402,Glo,F,65,Sokoto,Abuja,127080,2022-04-27,2,417277
80472,MTN Nigeria,M,62,Imo,Abuja,485448,2021-02-06,4,596346
64543,9mobile,M,60,Kebbi,Lagos,516518,2020-11-19,3,535855
209773,9mobile,M,26,Lagos,Ibadan,446321,2022-11-15,0,768211
107683,Glo,F,69,Benue,Enugu,986900,2021-06-22,3,737492
131762,MTN Nigeria,M,41,Plateau,Kano,645994,2021-10-21,2,1063257
139432,9mobile,F,61,Ogun,Lagos,105737,2021-11-28,1,415398
207169,Airtel Nigeria,M,61,Ekiti,Lagos,859779,2022-11-02,1,333813
170223,Glo,M,72,Kwara,Ibadan,546417,2022-05-01,1,384360
18209,MTN Nigeria,F,48,Kebbi,Ibadan,805045,2020-04-01,0,965885
165370,Airtel Nigeria,F,68,Bauchi,Lagos,979817,2022-04-07,1,705032
88542,MTN Nigeria,M,67,Imo,Lagos,926091,2021-03-19,3,1183550
146335,Airtel Nigeria,M,28,Kaduna,Ibadan,167537,2022-01-02,1,707281
17529,Glo,M,31,Lagos,Port Harcourt,925800,2020-03-28,1,251822
163960,9mobile,M,37,Lagos,Ibadan,518258,2022-03-31,4,1067720
242626,Airtel Nigeria,M,38,Ekiti,Port Harcourt,866476,2023-04-29,3,1053425
116833,Glo,M,56,Ondo,Kano,601058,2021-08-07,3,974278
182405,Airtel Nigeria,F,42,FCT Abuja,Enugu,150263,2022-07-01,2,730417
6392,Glo,M,72,Edo,Ibadan,943851,2020-02-01,0,1105601
104982,MTN Nigeria,F,39,Anambra,Kano,901278,2021-06-09,2,169599
192985,Airtel Nigeria,M,74,Cross River,Abuja,287312,2022-08-23,4,867264
96209,9mobile,M,59,Oyo,Kano,226481,2021-04-26,3,653054
70116,Glo,M,60,Kano,Port Harcourt,998126,2020-12-16,4,104049
24436,Glo,M,54,Imo,Abuja,522129,2020-05-02,3,901964
215984,9mobile,M,30,Ondo,Lagos,113290,2022-12-17,2,933847
131234,Airtel Nigeria,M,72,Ekiti,Port Harcourt,461388,2021-10-18,2,648392
54733,9mobile,M,40,Imo,Enugu,371937,2020-09-30,2,612666
25435,Airtel Nigeria,M,25,Delta,Enugu,248196,2020-05-07,3,376518
58610,9mobile,M,53,Enugu,Abuja,429204,2020-10-20,2,309340
45501,9mobile,M,49,Sokoto,Lagos,337566,2020-08-15,2,278759
19580,Glo,M,72,Katsina,Ibadan,765277,2020-04-07,2,241378
31999,9mobile,F,49,Niger,Enugu,328165,2020-06-09,2,187453
50944,9mobile,F,71,Edo,Enugu,886565,2020-09-11,2,932666
82493,Airtel Nigeria,M,29,Imo,Ibadan,147497,2021-02-16,3,650521
172925,Glo,M,69,Anambra,Port Harcourt,211790,2022-05-15,1,344463
176798,Airtel Nigeria,F,51,Kano,Ibadan,765973,2022-06-03,1,102128
142269,Airtel Nigeria,M,41,Kebbi,Ibadan,909048,2021-12-13,4,92080
88547,9mobile,M,21,Benue,Enugu,411072,2021-03-19,2,466738
179035,Airtel Nigeria,F,29,Kebbi,Lagos,361161,2022-06-15,0,238242
91328,9mobile,M,56,Ondo,Kano,883824,2021-04-02,0,694192
201129,MTN Nigeria,M,28,Ekiti,Abuja,113569,2022-10-03,4,1016096
18205,MTN Nigeria,F,50,Sokoto,Lagos,683149,2020-04-01,0,1111865
22158,Glo,M,38,Akwa Ibom,Enugu,244011,2020-04-20,4,1032916
151653,MTN Nigeria,F,68,Edo,Abuja,571427,2022-01-29,2,675760
112427,9mobile,F,36,Benue,Port Harcourt,504473,2021-07-16,2,268703
141454,MTN Nigeria,M,34,Lagos,Ibadan,575015,2021-12-08,0,481473
177132,Glo,M,40,Imo,Kano,407100,2022-06-05,4,388651
213179,Glo,F,20,Kebbi,Kano,850386,2022-12-02,4,997423
174660,Airtel Nigeria,F,59,Taraba,Enugu,428946,2022-05-24,4,751865
233122,9mobile,F,73,Kaduna,Kano,108551,2023-03-12,3,954485
38811,Glo,M,73,Ekiti,Kano,612217,2020-07-13,3,183782
91774,Airtel Nigeria,F,40,Benue,Kano,135961,2021-04-04,0,117914
4216,Airtel Nigeria,M,35,Taraba,Abuja,497693,2020-01-22,1,454623
115829,MTN Nigeria,F,19,Cross River,Ibadan,493760,2021-08-02,3,846333
56832,MTN Nigeria,F,70,Adamawa,Abuja,412705,2020-10-11,2,613856
177395,Airtel Nigeria,M,74,Oyo,Abuja,740263,2022-06-06,0,606195
45286,MTN Nigeria,F,39,Rivers,Port Harcourt,884352,2020-08-14,0,1090133
115926,Airtel Nigeria,F,47,Ogun,Port Harcourt,186007,2021-08-03,4,417165
37963,9mobile,M,47,Ogun,Port Harcourt,827345,2020-07-09,4,680930
185165,Glo,F,25,Kano,Port Harcourt,571236,2022-07-15,3,1007367
226684,Airtel Nigeria,M,69,Niger,Port Harcourt,728769,2023-02-08,0,800172
17824,9mobile,F,28,Kano,Abuja,810599,2020-03-30,0,194278
226772,MTN Nigeria,F,65,FCT Abuja,Enugu,334789,2023-02-09,4,942791
116345,Glo,F,44,Oyo,Kano,821949,2021-08-05,3,971072
189898,Airtel Nigeria,M,72,FCT Abuja,Kano,699723,2022-08-08,3,1041439
19505,MTN Nigeria,M,56,Benue,Port Harcourt,649961,2020-04-07,0,747634
73028,Glo,M,59,Anambra,Enugu,519845,2020-12-31,2,1069194
8960,Airtel Nigeria,F,21,Niger,Abuja,708667,2020-02-14,4,217750
139292,Glo,F,71,Akwa Ibom,Enugu,338303,2021-11-28,1,877294
118832,Glo,F,41,Sokoto,Abuja,351009,2021-08-17,4,690719
91178,Glo,M,24,Enugu,Abuja,124223,2021-04-01,4,398354
97814,MTN Nigeria,M,19,Katsina,Enugu,524935,2021-05-04,0,298457
96160,9mobile,M,44,Borno,Kano,266561,2021-04-26,0,164980
55099,9mobile,F,65,Taraba,Kano,649241,2020-10-02,4,910047
195969,Airtel Nigeria,F,42,Rivers,Kano,858126,2022-09-07,3,420835
40289,Airtel Nigeria,M,43,Bauchi,Port Harcourt,212460,2020-07-20,3,265540
24994,Airtel Nigeria,F,63,Ekiti,Lagos,236392,2020-05-05,4,1040370
106007,9mobile,M,62,Enugu,Ibadan,362274,2021-06-14,4,410710
179513,9mobile,M,21,FCT Abuja,Kano,945646,2022-06-17,3,140611
98302,9mobile,M,51,Benue,Abuja,756928,2021-05-07,0,818483
53868,MTN Nigeria,M,40,Lagos,Port Harcourt,134501,2020-09-26,1,1050624
108926,Airtel Nigeria,F,18,Kaduna,Lagos,940802,2021-06-29,3,1127686
203947,9mobile,F,65,Oyo,Lagos,246890,2022-10-17,2,266643
217764,Airtel Nigeria,F,70,Imo,Lagos,250263,2022-12-25,0,445023
203826,Glo,M,49,FCT Abuja,Port Harcourt,211173,2022-10-17,4,367074
152478,MTN Nigeria,M,71,Cross River,Enugu,698683,2022-02-02,1,214088
135012,9mobile,M,44,Osun,Lagos,476898,2021-11-06,4,1185066
97693,Airtel Nigeria,M,56,Plateau,Port Harcourt,625877,2021-05-03,0,1149823
143841,9mobile,M,19,Kano,Lagos,804098,2021-12-20,2,635157
192761,Glo,F,67,Enugu,Ibadan,845928,2022-08-22,2,624480
157584,Airtel Nigeria,M,69,Katsina,Abuja,305388,2022-02-27,2,931098
62028,Airtel Nigeria,M,46,Katsina,Enugu,164891,2020-11-06,4,211227
85407,MTN Nigeria,M,61,Taraba,Ibadan,641982,2021-03-03,0,1005170
164248,MTN Nigeria,M,72,Plateau,Enugu,326381,2022-04-02,3,1080517
2999,Glo,M,23,Akwa Ibom,Abuja,535214,2020-01-16,1,709797
44746,Airtel Nigeria,F,60,Plateau,Kano,344055,2020-08-11,4,1015708
164341,MTN Nigeria,M,70,Cross River,Lagos,282681,2022-04-02,2,271598
335,Airtel Nigeria,F,73,Anambra,Enugu,925035,2020-01-02,3,612477
162860,9mobile,M,63,Katsina,Port Harcourt,299787,2022-03-26,2,190297
51260,Glo,F,52,Enugu,Ibadan,777488,2020-09-13,3,1049030
131566,9mobile,F,33,Katsina,Abuja,934302,2021-10-20,4,397949
38865,MTN Nigeria,M,45,Enugu,Kano,504903,2020-07-13,1,1031202
115105,9mobile,F,35,Lagos,Abuja,344934,2021-07-30,3,527350
63402,9mobile,F,61,Benue,Abuja,630164,2020-11-13,1,213890
104735,Glo,F,55,Kaduna,Lagos,683234,2021-06-08,1,631529
15317,Airtel Nigeria,F,30,Plateau,Enugu,248521,2020-03-17,1,225118
84989,MTN Nigeria,M,62,Cross River,Port Harcourt,116311,2021-03-01,1,407772
44077,MTN Nigeria,F,40,FCT Abuja,Enugu,670294,2020-08-08,2,392037
15724,Airtel Nigeria,M,57,Rivers,Enugu,705789,2020-03-19,1,359801
198195,MTN Nigeria,M,26,Oyo,Abuja,708557,2022-09-18,2,573537
80898,9mobile,M,38,Rivers,Abuja,339878,2021-02-08,2,481844
41551,Glo,M,41,Cross River,Kano,905304,2020-07-26,2,778087
176561,Airtel Nigeria,M,58,Edo,Port Harcourt,963071,2022-06-02,3,291503
33689,MTN Nigeria,M,55,Adamawa,Ibadan,436061,2020-06-17,2,880387
228409,Airtel Nigeria,M,18,Kwara,Enugu,356215,2023-02-17,1,780155
21964,Airtel Nigeria,F,30,Benue,Enugu,989209,2020-04-19,0,1017173
187944,9mobile,M,26,Oyo,Port Harcourt,658806,2022-07-29,4,574769
173359,Glo,F,19,Rivers,Ibadan,813046,2022-05-17,0,658483
158350,Glo,M,19,Bauchi,Abuja,674958,2022-03-03,2,486186
152650,Airtel Nigeria,F,19,Ondo,Abuja,612462,2022-02-03,1,736872
54389,Airtel Nigeria,F,33,Kaduna,Port Harcourt,616589,2020-09-29,0,960999
37297,9mobile,M,23,Ondo,Ibadan,741178,2020-07-05,0,1041344
101947,MTN Nigeria,M,51,Oyo,Lagos,239306,2021-05-25,2,785187
90651,Glo,F,66,Enugu,Port Harcourt,836748,2021-03-29,2,374579
50627,9mobile,F,66,Borno,Kano,825874,2020-09-10,1,1121447
96822,Airtel Nigeria,F,33,Enugu,Ibadan,887991,2021-04-29,0,284248
147478,9mobile,F,58,Anambra,Ibadan,818789,2022-01-08,0,692554
34346,MTN Nigeria,F,54,Benue,Kano,385497,2020-06-20,3,577931
230992,MTN Nigeria,M,48,Kwara,Ibadan,110928,2023-03-02,4,175613
167182,Airtel Nigeria,M,26,Delta,Lagos,248113,2022-04-16,1,690702
140762,Airtel Nigeria,M,33,Ogun,Enugu,264057,2021-12-05,3,836027
95350,Airtel Nigeria,M,41,Delta,Kano,626276,2021-04-22,4,1113959
29975,9mobile,M,63,Taraba,Port Harcourt,777209,2020-05-30,0,841404
41263,MTN Nigeria,F,58,Adamawa,Port Harcourt,148274,2020-07-25,1,877147
200330,Glo,M,66,Rivers,Lagos,196435,2022-09-29,1,645816
13336,Airtel Nigeria,M,52,Katsina,Port Harcourt,421595,2020-03-07,1,1056708
216345,Glo,M,45,Ogun,Ibadan,415073,2022-12-18,3,536872
189576,9mobile,F,54,FCT Abuja,Lagos,624312,2022-08-06,3,1145101
140832,9mobile,F,71,Kebbi,Kano,996265,2021-12-05,0,1028289
76255,Glo,M,42,Ondo,Kano,374447,2021-01-16,3,747919
133574,Glo,F,50,Kwara,Ibadan,470900,2021-10-30,0,1168608
228911,MTN Nigeria,M,45,Anambra,Abuja,232853,2023-02-19,4,1064153
147180,Airtel Nigeria,F,73,Oyo,Enugu,755368,2022-01-06,2,709866
137595,9mobile,M,49,Anambra,Lagos,241016,2021-11-19,4,559276
133914,9mobile,M,22,Niger,Kano,474145,2021-11-01,0,335122
212226,Airtel Nigeria,F,32,Sokoto,Abuja,125373,2022-11-28,4,1173494
236372,Glo,F,40,Rivers,Abuja,252751,2023-03-29,1,436346
103039,9mobile,M,71,Borno,Lagos,112183,2021-05-30,3,810443
122350,9mobile,M,70,Ekiti,Abuja,597522,2021-09-04,2,290650
36500,MTN Nigeria,M,38,Edo,Port Harcourt,973168,2020-07-01,1,1103171
238244,Glo,M,30,Taraba,Kano,224908,2023-04-07,4,1033132
45006,MTN Nigeria,M,56,FCT Abuja,Enugu,944846,2020-08-13,1,753390
114385,MTN Nigeria,M,28,Anambra,Kano,466376,2021-07-26,0,152977
51583,MTN Nigeria,M,34,Adamawa,Enugu,328798,2020-09-15,1,293847
70189,9mobile,F,46,Ondo,Kano,534601,2020-12-17,0,757647
231405,9mobile,M,23,Oyo,Abuja,726518,2023-03-04,1,1075450
80169,9mobile,M,62,Kano,Lagos,225226,2021-02-05,4,1140525
42843,Glo,F,29,Niger,Enugu,597673,2020-08-02,3,1109599
238640,Glo,M,64,Rivers,Enugu,227019,2023-04-09,4,1048263
206839,Glo,M,66,Ogun,Enugu,510247,2022-11-01,3,429745
234219,Glo,M,60,Sokoto,Kano,219725,2023-03-18,4,786548
150677,Airtel Nigeria,F,30,Kaduna,Ibadan,313358,2022-01-24,0,1167505
214940,9mobile,F,22,Benue,Enugu,831984,2022-12-11,3,433881
137671,Glo,M,62,Sokoto,Lagos,431511,2021-11-20,4,665428
74061,Glo,F,35,Imo,Lagos,529018,2021-01-05,2,882240
48129,MTN Nigeria,M,63,FCT Abuja,Enugu,500531,2020-08-28,1,718560
78494,Glo,F,62,Cross River,Abuja,821486,2021-01-27,3,1017121
212475,9mobile,F,19,Adamawa,Port Harcourt,485513,2022-11-29,3,671710
20369,Airtel Nigeria,M,45,Plateau,Port Harcourt,892317,2020-04-11,2,166471
109765,9mobile,M,49,FCT Abuja,Kano,814590,2021-07-03,3,539224
121094,9mobile,F,64,Borno,Kano,302593,2021-08-29,4,887677
176696,MTN Nigeria,F,60,Katsina,Lagos,865438,2022-06-03,0,1167634
40025,Glo,M,54,Edo,Ibadan,185216,2020-07-19,3,1111615
202243,Glo,M,27,Edo,Abuja,256669,2022-10-09,0,1158267
33765,Glo,M,34,Niger,Enugu,928074,2020-06-17,4,220965
217307,Glo,M,50,Bauchi,Port Harcourt,147470,2022-12-23,2,664713
120486,MTN Nigeria,M,42,Plateau,Abuja,542228,2021-08-26,1,873606
